Code vooropleiding oorspr. code|Onderwijssector|Omschrijving vooropleiding oorspr. code
S0177|VO|Staatsexamen VWO Prf Nat/Gezond & Cul/Maat
S0178|VO|Staatsexamen VWO Prf Nat/Gezond & Ec/Maat
S0179|VO|Staatsexamen VWO Prf Ec/Maat & Cul/Maat
S0300|VO|Staatsexamen HAVO
S0370|VO|Staatsexamen HAVO Prf Nat/Tech
S0371|VO|Staatsexamen HAVO Prf Nat/Gezond
S0372|VO|Staatsexamen HAVO Prf Ec/Maat
S0373|VO|Staatsexamen HAVO Prf Cul/Maat
S0374|VO|Staatsexamen HAVO Prf Nat/Tech & Nat/Gezond
S0375|VO|Staatsexamen HAVO Prf Nat/Tech & Ec/Maat
S0376|VO|Staatsexamen HAVO Prf Nat/Tech & Cul/Maat
S0377|VO|Staatsexamen HAVO Prf Nat/Gezond &Cul/Maat
S0378|VO|Staatsexamen HAVO Prf Nat/Gezond & Ec/Maat
S0379|VO|Staatsexamen HAVO Prf Ec/Maat & Cul/Maat
S0400|VO|Staatsexamen VMBO-TL
S0470|VO|Staatsexamen VMBO-TL Profiel Techniek
S0471|VO|Staatsexamen VMBO-TL Profiel Zorg en Welzijn
S0472|VO|Staatsexamen VMBO-TL Profiel Economie
S0473|VO|Staatsexamen VMBO-TL Profiel Landbouw
S2700|VO|Staatsexamen VMBO-GL
S2710|VO|Staatsexamen VMBO-GL Profiel Techniek
S2730|VO|Staatsexamen VMBO-GL Profiel Zorg en Welzijn
S2750|VO|Staatsexamen VMBO-GL Profiel Economie
S2770|VO|Staatsexamen VMBO-GL Profiel Landbouw
S2800|VO|Staatsexamen VMBO-KL
S2810|VO|Staatsexamen VMBO-KL Profiel Techniek
S2830|VO|Staatsexamen VMBO-KL Profiel Zorg en Welzijn
S2850|VO|Staatsexamen VMBO-KL Profiel Economie
S2870|VO|Staatsexamen VMBO-KL Profiel Landbouw
S2900|VO|Staatsexamen VMBO-BL
S2910|VO|Staatsexamen VMBO-BL Profiel Techniek
S2930|VO|Staatsexamen VMBO-BL Profiel Zorg en Welzijn
S2950|VO|Staatsexamen VMBO-BL Profiel Economie
S2970|VO|Staatsexamen VMBO-BL Profiel Landbouw
V0001|VO|VAVO mavo
V0002|VO|VAVO havo
V0003|VO|VAVO vwo
V0010|VO|AVO Algemeen Leerjaar
V0011|VO|Leerjaar Voorbereidend op HAVO/VMBO-Theoretische/Gemengde Leerweg
V0012|VO|Leerjaar Voorbereidend op VMBO Gemengde Leerweg
V0013|VO|Leerjaar Voorbereidend op VMBO Theoretische/Gemengde Leerweg
V0015|VO|Leerjaar Voorbereidend op VWO/HAVO
V0016|VO|Leerjaar Voorbereidend op VWO/HAVO/VMBO-Theoretische/Gemengde Leerweg
V0017|VO|Leerjaar Voorbereidend op VWO
V0020|VO|AVO & LBO gemeenschappelijk leerjaar
V0021|VO|AVO & VBO/VMBO Algemeen Leerjaar
V0022|VO|Leerjaar Voorbereidend op HAVO/VMBO-Alle leerwegen
V0023|VO|Leerjaar Voorbereidend op VMBO-Alle leerwegen
V0024|VO|Leerjaar Voorbereidend op VWO/HAVO/VMBO-Alle leerwegen
V0025|VO|MAVO & LBO gemengd leerjaar
V0026|VO|MAVO & LBO gemengd leerjaar (AVO)
V0027|VO|MAVO & LBO gemengd leerjaar (LBO)
V0028|VO|Leerjaar Voorbereidend op VMBO Kaderberoepsgerichte/Theoretische Leerweg
V0030|VO|VBO Algemeen Leerjaar
V0031|VO|Leerjaar Voorbereidend op VMBO Basisberoepsgerichte Leerweg
V0032|VO|Leerjaar Voorbereidend op VMBO Kaderberoepsgerichte Leerweg
V0033|VO|Leerjaar Voorbereidend op VMBO Basisberoeps-/Kaderberoepsgerichte Leerweg
V0035|VO|LWOO Algemeen Leerjaar
V0036|VO|LWOO Algemene Voorbereiding op Maatschappij en Beroep
V0041|VO|Leerjaar LWOO Voorbereidend op Basisberoepsgerichte Leerweg
V0042|VO|Leerjaar LWOO Voorbereidend op Gemengde Leerweg
V0043|VO|Leerjaar LWOO Voorbereidend op Kaderberoepsgerichte Leerweg
V0044|VO|Leerjaar LWOO Voorbereidend op Theoretische/Gemengde Leerweg
V0045|VO|Leerjaar LWOO Voorbereidend op Basisberoeps-/Kaderberoepsgerichte Leerweg
V0046|VO|Leerjaar LWOO Voorbereidend op Alle Leerwegen
V0047|VO|Leerjaar LWOO Voorbereidend op Kaderberoepsgerichte/Theoretische Leerweg
V0050|VO|MAVO en VBO Gemengd Diploma
V0055|VO|MAVO en LWOO Gemengd Diploma
V0076|VO|Praktijkgericht Beroepsonderwijs VBO
V0090|VO|Praktijkonderwijs
V0100|VO|VWO-ATHENEUMSTROOM
V0110|VO|ATHENEUM ONGESUBSIDIEERD
V0150|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek
V0151|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Gezondheid
V0152|VO|VWO-ATHENEUMSTROOM Oud Profiel Economie en Maatschappij
V0153|VO|VWO-ATHENEUMSTROOM Oud Profiel Cultuur en Maatschappij
V0154|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek & Profiel Natuur en Gezondheid
V0155|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek & Profiel Economie en Maatschappij
V0156|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Techniek & Profiel Cultuur en Maatschappij
V0157|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Cultuur en Maatschappij
V0158|VO|VWO-ATHENEUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Economie en Maatschappij
V0159|VO|VWO-ATHENEUMSTROOM Oud Profiel Economie en Maatschappij & Profiel Cultuur en Maatschappij
V0170|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Techniek
V0171|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Gezondheid
V0172|VO|VWO-ATHENEUMSTROOM Profiel Economie en Maatschappij
V0173|VO|VWO-ATHENEUMSTROOM Profiel Cultuur en Maatschappij
V0174|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Natuur en Gezondheid
V0175|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Economie en Maatschappij
V0176|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Cultuur en Maatschappij
V0177|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Gezondheid & Nieuw Profiel Cultuur en Maatschappij
V0178|VO|VWO-ATHENEUMSTROOM Profiel Natuur en Gezondheid & Nieuw Profiel Economie en Maatschappij
V0179|VO|VWO-ATHENEUMSTROOM Profiel Economie en Maatschappij & Nieuw Profiel Cultuur en Maatschappij
V0200|VO|VWO-GYMNASIUMSTROOM
V0210|VO|GYMNASIUM ONGESUBSIDIEERD
V0250|VO|VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Techniek
V0251|VO|VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Gezondheid
V0252|VO|VWO-GYMNASIUMSTROOM Oud Profiel Economie en Maatschappij
V0253|VO|VWO-GYMNASIUMSTROOM Oud Profiel Cultuur en Maatschappij
V0254|VO|VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Techniek & Profiel Natuur en Gezondheid
V0255|VO|VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Techniek & Profiel Economie en Maatschappij
V0256|VO|VWO-GYMNASIUMSTROOM Oud Profiel natuur en Techniek & Profiel Cultuur en Maatschappij
V0257|VO|VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Cultuur en Maatschappij
V0258|VO|VWO-GYMNASIUMSTROOM Oud Profiel Natuur en Gezondheid & Profiel Economie en Maatschappij
V0259|VO|VWO-GYMNASIUMSTROOM Oud Profiel Economie en Maatschappij & Profiel Cultuur en Maatschappij
V0270|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Techniek
V0271|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Gezondheid
V0272|VO|VWO-GYMNASIUMSTROOM Profiel Economie en Maatschappij
V0273|VO|VWO-GYMNASIUMSTROOM Profiel Cultuur en Maatschappij
V0274|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Natuur en Gezondheid
V0275|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Economie en Maatschappij
V0276|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Techniek & Nieuw Profiel Cultuur en Maatschappij
V0277|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Gezondheid & Nieuw Profiel Cultuur en Maatschappij
V0278|VO|VWO-GYMNASIUMSTROOM Profiel Natuur en Gezondheid & Nieuw Profiel Economie en Maatschappij
V0279|VO|VWO-GYMNASIUMSTROOM Profiel Economie en Maatschappij & Nieuw Profiel Cultuur en Maatschappij
V0300|VO|Hoger Algemeen Voortgezet Onderwijs
V0310|VO|HAVO ONGESUBSIDIEERD
V0350|VO|HAVO Oud Profiel Natuur en Techniek
V0351|VO|HAVO Oud Profiel Natuur en Gezondheid
V0352|VO|HAVO Oud Profiel Economie en Maatschappij
V0353|VO|HAVO Oud Profiel Cultuur en Maatschappij
V0354|VO|HAVO Oud Profiel Natuur en Techniek & Profiel Natuur en Gezondheid
V0355|VO|HAVO Oud Profiel Natuur en Techniek & Profiel Economie en Maatschappij
V0356|VO|HAVO Oud Profiel Natuur en Techniek & Profiel Cultuur en Maatschappij
V0357|VO|HAVO Oud Profiel Natuur en Gezondheid & Profiel Cultuur en Maatschappij
V0358|VO|HAVO Oud Profiel Natuur en Gezondheid & Profiel Economie en Maatschappij
V0359|VO|HAVO Oud Profiel Economie en Maatschappij & Profiel Cultuur en Maatschappij
V0370|VO|HAVO Profiel Natuur en Techniek
V0371|VO|HAVO Profiel Natuur en Gezondheid
V0372|VO|HAVO Profiel Economie en Maatschappij
V0373|VO|HAVO Profiel Cultuur en Maatschappij
V0374|VO|HAVO Profiel Natuur en Techniek & Nieuw Profiel Natuur en Gezondheid
V0375|VO|HAVO Profiel Natuur en Techniek & Nieuw Profiel Economie en Maatschappij
V0376|VO|HAVO Profiel Natuur en Techniek & Nieuw Profiel Cultuur en Maatschappij
V0377|VO|HAVO Profiel Natuur en Gezondheid & Nieuw Profiel Cultuur en Maatschappij
V0378|VO|HAVO Profiel Natuur en Gezondheid & Nieuw Profiel Economie en Maatschappij
V0379|VO|HAVO Profiel Economie en Maatschappij & Nieuw Profiel Cultuur en Maatschappij
V0400|VO|Middelbaar Algemeen Voortgezet Onderwijs/VMBO Theoretische Leerweg
V0410|VO|MAVO ONGESUBSIDIEERD
V0420|VO|VRIJE SCHOOL
V0422|VO|IVO SCHOOL
V0470|VO|MAVO/Theoretische Leerweg Profiel Techniek
V0471|VO|MAVO/Theoretische Leerweg Profiel Zorg en Welzijn
V0472|VO|MAVO/Theoretische Leerweg Profiel Economie
V0473|VO|MAVO/Theoretische Leerweg Profiel Landbouw
V0474|VO|MAVO/Theoretische Leerweg Profielloos leerjaar 3
V0511|VO|VERVOLG OP MIDDENSCHOOL ATHENEUM
V0512|VO|VERVOLG OP MIDDENSCHOOL GYMNASIUM
V0513|VO|VERVOLG OP MIDDENSCHOOL HAVO
V0514|VO|VERVOLG OP MIDDENSCHOOL MAVO
V0515|VO|VERVOLG OP MIDDENSCHOOL AVO/LBO gemengd leerjaar (AVO)
V0516|VO|VERVOLG OP MIDDENSCHOOL AVO/LBO gemengd leerjaar (LBO)
V0517|VO|VERVOLG OP MIDDENSCHOOL IHNO exclusief Stageleerlingen
V0518|VO|VERVOLG OP MIDDENSCHOOL IHNO Stageleerlingen
V0520|VO|VERVOLG OP MIDDENSCHOOL IVBO Bouwtechniek
V0521|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie timmeren
V0522|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie metselen
V0523|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie wegenbouw
V0524|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie schilderen
V0525|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie stukadoren
V0526|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie meubelmaken
V0527|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie stofferen
V0528|VO|VERVOLG OP MIDDENSCHOOL ITO Bouwtechniek differentiatie tegelzetten
V0530|VO|VERVOLG OP MIDDENSCHOOL IVBO Mechanische Techniek
V0531|VO|VERVOLG OP MIDDENSCHOOL ITO Mechanische Techniek differentiatie fijnmetaalbewerken
V0532|VO|VERVOLG OP MIDDENSCHOOL ITO afdeling Consumptieve Techniek
V0533|VO|VERVOLG OP MIDDENSCHOOL ITO Consumptieve Techniek differentiatie banketbakken
V0534|VO|VERVOLG OP MIDDENSCHOOL ITO Consumptieve Techniek differentiatie brood/banket
V0535|VO|VERVOLG OP MIDDENSCHOOL ITO Consumptieve Techniek differentiatie koken/serveren
V0536|VO|VERVOLG OP MIDDENSCHOOL ITO Consumptieve Techniek differentiatie vleesverwerken
V0537|VO|VERVOLG OP MIDDENSCHOOL ITO afdeling Scheepskok
V0538|VO|VERVOLG OP MIDDENSCHOOL ITO afdeling Keramiek
V0540|VO|VERVOLG OP MIDDENSCHOOL LEAO Kantoorpraktijk
V0541|VO|VERVOLG OP MIDDENSCHOOL LEAO Winkelpraktijk
V0542|VO|VERVOLG OP MIDDENSCHOOL LEAO Vrije Afstudeerrichting
V0543|VO|VERVOLG OP MIDDENSCHOOL LHNO Verzorgende Beroepen
V0544|VO|VERVOLG OP MIDDENSCHOOL LHNO Textielverwerkende Beroepen
V0545|VO|VERVOLG OP MIDDENSCHOOL LHNO Uiterlijke Verzorging
V0546|VO|VERVOLG OP MIDDENSCHOOL LHNO Kantoor/Verkoop
V0547|VO|VERVOLG OP MIDDENSCHOOL LHNO Vrije Afstudeerrichting
V0550|VO|VERVOLG OP MIDDENSCHOOL VBO Bouwtechniek
V0551|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie timmeren
V0552|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie metselen
V0553|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie wegenbouw
V0554|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie schilderen
V0555|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie stukadoren
V0556|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie meubelmaken
V0557|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie stofferen
V0558|VO|VERVOLG OP MIDDENSCHOOL LTO Bouwtechniek differentiatie tegelzetten
V0559|VO|VERVOLG OP MIDDENSCHOOL VBO Mechanische Techniek
V0560|VO|VERVOLG OP MIDDENSCHOOL LTO Mechanische Techniek differentiatie fijnmetaalbewerken
V0561|VO|VERVOLG OP MIDDENSCHOOL LTO Mechanische Techniek differentiatie procestechniek
V0562|VO|VERVOLG OP MIDDENSCHOOL LTO Mechanische Techniek differentiatie scheepsbouw
V0563|VO|VERVOLG OP MIDDENSCHOOL VBO Elektrotechniek
V0564|VO|VERVOLG OP MIDDENSCHOOL VBO Installatietechniek
V0565|VO|VERVOLG OP MIDDENSCHOOL LTO Installatietechniek differentiatie installatie
V0566|VO|VERVOLG OP MIDDENSCHOOL LTO Installatietechniek differentiatie procestechniek
V0567|VO|VERVOLG OP MIDDENSCHOOL VBO Motorvoertuigentechniek
V0568|VO|VERVOLG OP MIDDENSCHOOL LTO Motorvoertuigentechniek differentiatie motorvoertuigentechniek
V0569|VO|VERVOLG OP MIDDENSCHOOL LTO Motorvoertuigentechniek differentiatie landbouwwerktuigentechniek
V0570|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Consumptieve Techniek
V0571|VO|VERVOLG OP MIDDENSCHOOL LTO Consumptieve Techniek differentiatie banketbakken
V0572|VO|VERVOLG OP MIDDENSCHOOL LTO Consumptieve Techniek differentiatie brood/banket
V0573|VO|VERVOLG OP MIDDENSCHOOL LTO Consumptieve Techniek differentiatie koken/serveren
V0574|VO|VERVOLG OP MIDDENSCHOOL LTO Consumptieve Techniek differentiatie vleesverwerken
V0575|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Grafische Techniek
V0576|VO|VERVOLG OP MIDDENSCHOOL LTO Grafische Techniek differentiatie vormvervaardigende techniek
V0577|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Edelmetaalbewerken (24.5)
V0578|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Uurwerkmaken (24.5)
V0579|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Dieselmotormontage (24.5)
V0580|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Grafisch Tekenen/Reproductie Tekenen (24.5)
V0581|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Kleermaken (24.5)
V0582|VO|VERVOLG OP MIDDENSCHOOL LTO afdeling Theoretisch Technisch Onderwijs
V0585|VO|VERVOLG OP MIDDENSCHOOL VBO Administratie
V0586|VO|VERVOLG OP MIDDENSCHOOL VBO Verkoop
V0587|VO|VERVOLG OP MIDDENSCHOOL VBO Mode en Kleding
V0588|VO|VERVOLG OP MIDDENSCHOOL VBO Verzorging
V0589|VO|VERVOLG OP MIDDENSCHOOL VBO Uiterlijke Verzorging
V0590|VO|VERVOLG OP MIDDENSCHOOL IVBO Administratie
V0591|VO|VERVOLG OP MIDDENSCHOOL IVBO Verkoop
V0592|VO|VERVOLG OP MIDDENSCHOOL IVBO Mode en Kleding
V0593|VO|VERVOLG OP MIDDENSCHOOL IVBO Verzorging
V0594|VO|VERVOLG OP MIDDENSCHOOL IVBO Uiterlijke Verzorging
V0595|VO|MIDDENSCHOOL IVBO algemeen leerjaar
V0600|VO|VWO-LYCEUMSTROOM
V0650|VO|VWO-LYCEUM Profiel Natuur en Techniek
V0651|VO|VWO-LYCEUM Profiel Natuur en Gezondheid
V0652|VO|VWO-LYCEUM Profiel Economie en Maatschappij
V0653|VO|VWO-LYCEUM Profiel Cultuur en Maatschappij
V0654|VO|VWO-LYCEUM Profiel Natuur en Techniek & Profiel Natuur en Gezondheid
V0655|VO|VWO-LYCEUM Profiel Natuur en Techniek & Profiel Economie en Maatschappij
V0656|VO|VWO-LYCEUM Profiel natuur en Techniek & Profiel Cultuur en Maatschappij
V0657|VO|VWO-LYCEUM Profiel Natuur en Gezondheid & Profiel Cultuur en Maatschappij
V0658|VO|VWO-LYCEUM Profiel Natuur en Gezondheid & Profiel Economie en Maatschappij
V0659|VO|VWO-LYCEUM Profiel Economie en Maatschappij & Profiel Cultuur en Maatschappij
V0670|VO|VWO-LYCEUM Nieuw Profiel Natuur en Techniek
V0671|VO|VWO-LYCEUM Nieuw Profiel Natuur en Gezondheid
V0672|VO|VWO-LYCEUM Nieuw Profiel Economie en Maatschappij
V0673|VO|VWO-LYCEUM Nieuw Profiel Cultuur en Maatschappij
V0674|VO|VWO-LYCEUM Nieuw Profiel Natuur en Techniek & Nieuw Profiel Natuur en Gezondheid
V0675|VO|VWO-LYCEUM Nieuw Profiel Natuur en Techniek & Nieuw Profiel Economie en Maatschappij
V0676|VO|VWO-LYCEUM Nieuw Profiel Natuur en Techniek & Nieuw Profiel Cultuur en Maatschappij
V0677|VO|VWO-LYCEUM Nieuw Profiel Natuur en Gezondheid & Nieuw Profiel Cultuur en Maatschappij
V0678|VO|VWO-LYCEUM Nieuw Profiel Natuur en Gezondheid & Nieuw Profiel Economie en Maatschappij
V0679|VO|VWO-LYCEUM Nieuw Profiel Economie en Maatschappij & Nieuw Profiel Cultuur en Maatschappij
V0700|VO|International Baccalaureate Middle Years Programme
V0800|VO|International Baccalaureate Diplom Programme
V0801|VO|International Baccalaureate Diplom Programme Dutch Residents
V0802|VO|European Secondary School year 1-5
V0803|VO|European Secondary School year 6-7
V0804|VO|International Baccalaureate Career-related programme
V0805|VO|International Baccalaureate Career-related programme Dutch Residents
V1100|VO|Individueel Huishoud- en Nijverheidsonderwijs
V1101|VO|IHNO Stageleerlingen
V1110|VO|LWOO afdeling Administratie
V1120|VO|LWOO afdeling Handel en Verkoop
V1130|VO|LWOO afdeling Mode en Commercie
V1140|VO|LWOO afdeling Uiterlijke Verzorging
V1150|VO|LWOO afdeling Verzorging
V1195|VO|IHNO Algemene Voorbereiding op Maatschappij en Beroep
V1200|VO|Individueel Agrarisch Onderwijs
V1201|VO|LWOO afdeling Levensmiddelentechnologie
V1202|VO|LWOO afdeling Landbouw en Natuurlijke Omgeving
V1300|VO|Individueel Technisch Onderwijs
V1310|VO|LWOO afdeling Bouwtechniek
V1311|VO|LWOO afdeling Bouwtechniek differentiatie timmeren
V1312|VO|LWOO afdeling Bouwtechniek differentiatie metselen
V1313|VO|LWOO afdeling Bouwtechniek differentiatie wegenbouw
V1314|VO|LWOO afdeling Bouwtechniek differentiatie schilderen
V1315|VO|LWOO afdeling Bouwtechniek differentiatie stucadoren
V1316|VO|LWOO afdeling Bouwtechniek differentiatie meubelmaken
V1317|VO|LWOO afdeling Bouwtechniek differentiatie stofferen
V1318|VO|LWOO afdeling Bouwtechniek differentiatie tegelzetten
V1320|VO|LWOO afdeling Metaaltechniek
V1321|VO|ITO Mechanische Techniek differentiatie niet-verspanende techniek
V1322|VO|ITO Mechanische Techniek differentiatie verspanende techniek
V1323|VO|LWOO afdeling Metaaltechniek differentiatie fijnmetaalbewerken
V1324|VO|LWOO afdeling Metaaltechniek differentiatie procestechniek
V1325|VO|LWOO afdeling Metaaltechniek differentiatie scheepsbouwkunde
V1326|VO|LWOO afdeling Metaaltechniek differentiatie constructie bankwerken
V1327|VO|LWOO afdeling Metaaltechniek differentiatie fijnmechanische techniek en kunststofverwerking
V1330|VO|LWOO afdeling Elektrotechniek
V1340|VO|LWOO afdeling Installatietechniek
V1341|VO|LWOO afdeling Installatietechniek differentiatie installatietechniek
V1342|VO|LWOO afdeling Installatietechniek differentiatie procestechniek
V1350|VO|LWOO afdeling Voertuigentechniek
V1351|VO|LWOO afdeling Voertuigentechniek differentiatie motorvoertuigentechniek
V1352|VO|ITO Voertuigentechniek differentiatie landbouwwerktuigentechniek
V1360|VO|LWOO afdeling Consumptief
V1361|VO|LWOO afdeling Consumptief differentatie banket
V1362|VO|LWOO afdeling Consumptief differentatie broodbanket
V1363|VO|LWOO afdeling Consumptief differentatie koken/serveren
V1364|VO|LWOO afdeling Consumptief differentatie vleesverwerken
V1370|VO|LWOO afdeling Grafische Techniek
V1371|VO|LWOO afdeling Grafische Techniek differentiatie vormvervaardigende techniek
V1372|VO|ITO Grafische Techniek differentiatie vormverwerkende techniek
V1375|VO|LWOO afdeling Transport en Logistiek
V1380|VO|LWOO afdeling Edelmetaalbewerken (24.5)
V1381|VO|LWOO afdeling Uurwerkmaken (24.5)
V1382|VO|LWOO afdeling Dieselmotormontage (24.5)
V1383|VO|LWOO afdeling Grafisch Tekenen/Reproductie Tekenen (24.5)
V1384|VO|ITO Scheepskok
V1385|VO|LWOO afdeling Kleermaken (24.5)
V1386|VO|LWOO afdeling Keramiek (24.5)
V1387|VO|LWOO afdeling Stofferen (24.5)
V1388|VO|LWOO opleiding Stuurman/Werktuigkundige (SW-VI) theoretische richting (24.5)
V1390|VO|ITO Blinden en Slechtzienden
V1391|VO|LWOO afdeling Kust-, Rijn- en Binnenvaart (24.5)
V1392|VO|LWOO afdeling Baggerbedrijf (24.5)
V1393|VO|LWOO Kust-, Rijn- en Binnenvaart Algemeen Leerjaar
V1394|VO|LWOO Maritiem en techniek Algemeen Leerjaar
V1395|VO|ITO Algemene Voorbereiding op Maatschappij en Beroep
V1396|VO|LWOO afdeling Haven en Vervoer School (24.5)
V1397|VO|LWOO Haven en Vervoer School Algemeen Leerjaar
V1398|VO|LWOO afdeling Haven en Vervoer School differentiatie Operationeel Havenonderhoud (24.5)
V1399|VO|LWOO afdeling Haven en Vervoer School differentiatie Technisch Administratief Onderhoud (24.5)
V1400|VO|Lager Agrarisch Onderwijs
V1410|VO|VBO afdeling Levensmiddelentechnologie
V1411|VO|VBO afdeling Levensmiddelentechnologie theoretische richting
V1420|VO|VBO afdeling Landbouw en Natuurlijke Omgeving
V1421|VO|VBO afdeling Landbouw en Natuurlijke Omgeving theoretische richting
V1430|VO|LAO Bouwbouw
V1600|VO|Lager Economisch en Administratief Onderwijs
V1610|VO|LEAO Kantoorpraktijk
V1620|VO|LEAO Winkelpraktijk
V1630|VO|LEAO Vrije Afstudeerrichting
V1640|VO|VBO afdeling Administratie
V1641|VO|VBO afdeling Administratie theoretische richting
V1650|VO|VBO afdeling Verkoop
V1651|VO|VBO afdeling Verkoop theoretische richting
V1660|VO|VBO afdeling Verzorging
V1661|VO|VBO afdeling Verzorging theoretische richting
V1670|VO|VBO afdeling Mode en Commercie
V1671|VO|VBO afdeling Mode en Commercie theoretische richting
V1680|VO|VBO afdeling Uiterlijke verzorging
V1681|VO|VBO afdeling Uiterlijke verzorging theoretische richting
V1700|VO|Lager Huishoud- en Nijverheidsonderwijs
V1701|VO|LHNO Verzorgende Beroepen
V1702|VO|LHNO Textielverwerkende Beroepen
V1703|VO|LHNO Uiterlijke Verzorging
V1704|VO|LHNO Kantoor-/Verkooppraktijk
V1705|VO|LHNO Vrije Afstudeerrichting
V1795|VO|LHNO Algemene Voorbereiding op Maatschappij en Beroep
V1796|VO|LHNO Huishoudkunde
V1800|VO|VBO afdeling Handel en Verkoop
V1801|VO|VBO afdeling Handel en Verkoop theoretische richting
V1900|VO|Lager Nautisch Onderwijs
V1901|VO|VBO opleiding Stuurman/Werktuigkundige (SW-VI) (24.5)
V1902|VO|VBO afdeling Kust-, Rijn- en Binnenvaart (24.5)
V1903|VO|VBO afdeling Kust-, Rijn- en Binnenvaart differentiatie schipper binnenvaart (24.5)
V1904|VO|VBO afdeling Kust-, Rijn- en Binnenvaart differentiatie machinist binnenvaart (24.5)
V1905|VO|VBO afdeling Baggerbedrijf (24.5)
V1906|VO|LNO Scheepsgezel, 1-jarige opleiding (SG) (24.5)
V1907|VO|LNO Scheepsgezel, 4-jarige opleiding (SG) (24.5)
V1908|VO|VMBO Haven en Vervoer School Algemeen Leerjaar
V1909|VO|VBO afdeling Haven- en Vervoerschool differentiatie Operationeel Havenonderhoud (24.5)
V1910|VO|VBO afdeling Haven- en Vervoerschool differentiatie Technisch Administratief Onderhoud (24.5)
V1911|VO|VBO afdeling Haven- en Vervoerschool theoretische richting (24.5)
V1912|VO|VBO opleiding Stuurman/Werktuigkundige (SW-VI) theoretische richting (24.5)
V1913|VO|VBO afdeling Kust-, Rijn- en Binnenvaart theoretische richting (24.5)
V1914|VO|VBO afdeling Baggerbedrijf theoretische richting (24.5)
V1915|VO|VMBO Kust-, Rijn- en Binnenvaart Algemeen Leerjaar
V1916|VO|VMBO Maritiem en techniek Algemeen Leerjaar
V1920|VO|LNO Scheepstechniek, 2-jarige opleiding (ST) (24.5)
V1930|VO|LNO Experimentele Opleiding Schipper/Machinist (SM) (24.5)
V2000|VO|Lager Technisch Onderwijs
V2010|VO|VBO afdeling Bouwtechniek
V2011|VO|VBO afdeling Bouwtechniek differentiatie timmeren
V2012|VO|VBO afdeling Bouwtechniek differentiatie metselen
V2013|VO|VBO afdeling Bouwtechniek differentiatie wegenbouw
V2014|VO|VBO afdeling Bouwtechniek differentiatie schilderen
V2015|VO|VBO afdeling Bouwtechniek differentiatie stucadoren
V2016|VO|VBO afdeling Bouwtechniek differentiatie meubelmaken
